,0,1,2,3,4
0,time[s],Point: 2,Point: 4,Point: 6,Point: 7
1,0.0,188.88260930523018,255.44408672925857,143.4588465718654,166.65697702642174
2,10.0,143.32903120354575,186.76437350328663,168.55604082084875,133.74560664263993
3,20.0,136.05191037064222,179.23754177284155,158.03132321810176,124.84291701909152
4,30.0,133.48646437538963,173.55662238876073,149.37633783883305,118.43633192232944
5,40.0,131.08144342180967,167.914388764736,142.05476204281655,113.07218195237547
6,50.0,128.7048688973704,162.43096945596542,135.68881629081795,108.4407582853127
7,60.0,126.35819624856317,157.1673851658136,130.04355825587473,104.35462686961411
8,70.0,124.04834855670511,152.14817059938358,124.96701826059059,100.69390673262792
9,80.0,121.78231412768186,147.3786057844691,120.35619927333508,97.37834081666986
10,90.0,119.5662425116713,142.8540918727066,116.1377972953439,94.35151515012804
11,100.0,117.40515213086532,138.56523079990174,112.2571473608357,91.57184285218625
12,110.0,115.30289538319396,134.50054979194152,108.67177998472198,89.00733403623413
13,120.0,113.26224242109726,130.64793834761272,105.34757718087047,86.63249587468967
14,130.0,111.2850123523434,126.99538481935917,102.25640825241368,84.42644162403822
15,140.0,109.37221573823713,123.53133479511602,99.37462000376698,82.3716948046418
16,150.0,107.52419104377287,120.24484759219118,96.68203037090294,80.45340065159563
17,160.0,105.74072759446724,117.12564695725199,94.1612268418436,78.65878234082001
18,170.0,104.02117268113456,114.16411804623546,91.79705587287299,76.97674923082678
19,180.0,102.36452295349252,111.35127866110258,89.57623693988755,75.39760329448796
20,190.0,100.76950137174903,108.67873957314208,87.48706157224846,73.91281178935445
21,200.0,99.23462140219641,106.13866162256896,85.51915291585523,72.51482662474588
22,210.0,97.75824020385679,103.72371343284505,83.6632701578673,71.19693802571165
23,220.0,96.33860244764347,101.4270315221536,81.9111473355816,69.95315428813734
24,230.0,94.97387623627338,99.24218351486492,80.25535920758202,68.7781019500868
25,240.0,93.66218240244747,97.16313460433932,78.68920885393207,67.66694228486048
26,250.0,92.4016182787472,95.18421715024058,77.20663297838728,66.6153010487401
27,260.0,91.19027686571943,93.3001031754065,75.8021217821349,65.61920911426476
28,270.0,90.02626217815377,91.5057794870267,74.4706509208273,64.67505211491276
29,280.0,88.90770142356942,89.79652514552,73.20762353473224,63.77952759239639
30,290.0,87.83275455984196,88.16789102136605,72.00882070913484,62.92960841653594
31,300.0,86.79962168853908,86.61568120435335,70.870359011398,62.12251146605857
32,310.0,85.80654866463973,85.13593605571685,69.78865398311278,61.35567073314627
33,320.0,84.85183123974741,83.72491671875119,68.76038865432825,60.626714155958815
34,330.0,83.9338180027719,82.37909092651458,67.7824863014885,59.933443599095845
35,340.0,83.05091233767834,81.09511996577137,66.85208679833448,59.27381749735359
36,350.0,82.20157358087414,79.86984667434038,65.96652601481483,58.64593575712207
37,360.0,81.38431752991801,78.70028436468415,65.12331780700131,58.0480265753941
38,370.0,80.59771642947928,77.5836065801272,64.32013821427682,57.478434891001605
39,380.0,79.84039853899915,76.51713760177941,63.55481154120466,56.93561222827151
40,390.0,79.11104736860733,75.49834363431734,62.82529805255886,56.418107731352684
41,400.0,78.40840065492367,74.5248246074504,62.12968305269873,55.9245602192769
42,410.0,77.73124913593851,73.59430653738087,61.46616715620608,55.45369111843126
43,420.0,77.07843517380292,72.70463439902285,60.83305758662713,55.00429815139894
44,430.0,76.44885126572686,71.85376546532368,60.228760365239,54.575249679790886
45,440.0,75.84143847599037,71.03976307486286,59.651773272790145,54.16547961434058
46,450.0,75.25518481608623,70.26079079309496,59.10067948481615,53.77398281866315
47,460.0,74.68912359502798,69.5151069362453,58.57414179595683,53.399810944105994
48,470.0,74.14233175771119,68.80105943004565,58.070897361166196,53.04206864238302
49,480.0,73.61392822576649,68.1170809782689,57.589752892195996,52.69991011047972
50,490.0,73.103072252481,67.46168451845482,57.1295802565709,52.3725359288796
51,500.0,72.6089618009843,66.8334589443531,56.68931243372663,52.05919015969623
52,510.0,72.13083195292643,66.23106507648963,56.267939789277754,51.75915767596634
53,520.0,71.66795335323906,65.65323186392497,55.864506633704984,51.47176169730747
54,530.0,71.2196306952247,65.09875280174526,55.47810803626186,51.19636151048573
55,540.0,70.78520124910183,64.56648255013356,55.10788686872587,50.932350356273666
56,550.0,70.36403343621878,64.05533374203542,54.7530310568717,50.67915346638444
57,560.0,69.95552545039548,63.56427396747567,54.41277102031288,50.436226236318035
58,570.0,69.55910392723683,63.09232292351624,54.08637728372314,50.20305252170065
59,580.0,69.17422266175817,62.638549719686345,53.7731582444689,49.979143047192885
60,590.0,68.80036137426043,62.20207032947334,53.47245808341901,49.7640339183196
